alert_id,transaction_id,account_id,alert_type,alert_severity,alert_status,alert_timestamp,alert_reason
ALERT000414,TXN0002230,ACCT000690,account_takeover,high,in_review,2025-01-13T20:28:00,Synthetic alert generated for account takeover style behaviour.
ALERT000415,TXN0002243,ACCT000691,new_beneficiary,high,open,2025-07-16T01:45:00,Synthetic alert generated for new beneficiary risk.
ALERT000416,TXN0002250,ACCT000134,account_takeover,high,closed_false_positive,2025-02-18T04:43:00,Synthetic alert generated for account takeover style behaviour.
ALERT000417,TXN0002261,ACCT000286,account_takeover,high,open,2025-09-17T12:56:00,Synthetic alert generated for account takeover style behaviour.
ALERT000418,TXN0002262,ACCT000552,velocity_rule,medium,closed_false_positive,2025-04-28T05:26:00,Synthetic alert generated for high transaction velocity.
ALERT000419,TXN0002264,ACCT000418,account_takeover,high,open,2025-02-21T00:12:00,Synthetic alert generated for account takeover style behaviour.
ALERT000420,TXN0002265,ACCT000412,velocity_rule,medium,open,2025-02-03T01:01:00,Synthetic alert generated for high transaction velocity.
ALERT000421,TXN0002270,ACCT000621,shared_device,medium,open,2025-12-16T12:41:00,Synthetic alert generated for shared device behaviour.
ALERT000422,TXN0002294,ACCT000100,account_takeover,high,open,2025-01-18T21:43:00,Synthetic alert generated for account takeover style behaviour.
ALERT000423,TXN0002297,ACCT000409,jurisdiction_risk,high,in_review,2025-02-13T04:53:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000424,TXN0002302,ACCT000599,rapid_movement,medium,open,2025-05-11T02:50:00,Synthetic alert generated for rapid movement of funds.
ALERT000425,TXN0002304,ACCT000311,jurisdiction_risk,high,open,2025-09-20T05:54:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000426,TXN0002310,ACCT000592,shared_device,high,closed_false_positive,2025-04-25T23:49:00,Synthetic alert generated for shared device behaviour.
ALERT000427,TXN0002312,ACCT000463,amount_spike,high,in_review,2025-07-17T15:53:00,Synthetic alert generated for unusual amount spike.
ALERT000428,TXN0002318,ACCT000537,rapid_movement,high,in_review,2025-07-30T08:30:00,Synthetic alert generated for rapid movement of funds.
ALERT000429,TXN0002319,ACCT000303,amount_spike,medium,open,2025-05-10T13:16:00,Synthetic alert generated for unusual amount spike.
ALERT000430,TXN0002328,ACCT000173,mule_activity,medium,escalated,2025-11-01T06:54:00,Synthetic alert generated for mule account style behaviour.
ALERT000431,TXN0002330,ACCT000178,shared_device,high,escalated,2025-12-29T02:25:00,Synthetic alert generated for shared device behaviour.
ALERT000432,TXN0002334,ACCT000505,jurisdiction_risk,high,in_review,2025-02-15T15:42:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000433,TXN0002341,ACCT000569,structuring_indicator,medium,closed_false_positive,2025-01-05T09:16:00,Synthetic alert generated for round number payments.
ALERT000434,TXN0002342,ACCT000543,account_takeover,high,closed_false_positive,2025-08-24T15:54:00,Synthetic alert generated for account takeover style behaviour.
ALERT000435,TXN0002353,ACCT000126,shared_device,high,escalated,2025-11-09T05:21:00,Synthetic alert generated for shared device behaviour.
ALERT000436,TXN0002365,ACCT000418,rapid_movement,medium,closed_false_positive,2025-07-31T22:11:00,Synthetic alert generated for rapid movement of funds.
ALERT000437,TXN0002366,ACCT000316,structuring_indicator,medium,in_review,2025-01-16T10:26:00,Synthetic alert generated for round number payments.
ALERT000438,TXN0002367,ACCT000033,account_takeover,high,in_review,2025-08-13T18:54:00,Synthetic alert generated for account takeover style behaviour.
ALERT000439,TXN0002368,ACCT000138,mule_activity,medium,escalated,2025-01-01T16:17:00,Synthetic alert generated for mule account style behaviour.
ALERT000440,TXN0002373,ACCT000205,account_takeover,high,in_review,2025-06-15T17:54:00,Synthetic alert generated for account takeover style behaviour.
ALERT000441,TXN0002377,ACCT000442,jurisdiction_risk,high,in_review,2025-12-21T23:07:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000442,TXN0002387,ACCT000468,shared_device,medium,open,2025-01-10T13:16:00,Synthetic alert generated for shared device behaviour.
ALERT000443,TXN0002391,ACCT000264,rapid_movement,medium,open,2025-02-11T14:30:00,Synthetic alert generated for rapid movement of funds.
ALERT000444,TXN0002394,ACCT000042,amount_spike,high,open,2025-06-03T04:56:00,Synthetic alert generated for unusual amount spike.
ALERT000445,TXN0002399,ACCT000264,rapid_movement,medium,open,2025-11-17T09:04:00,Synthetic alert generated for rapid movement of funds.
ALERT000446,TXN0002401,ACCT000645,rapid_movement,medium,in_review,2025-03-04T02:46:00,Synthetic alert generated for rapid movement of funds.
ALERT000447,TXN0002402,ACCT000363,mule_activity,medium,in_review,2025-03-30T21:30:00,Synthetic alert generated for mule account style behaviour.
ALERT000448,TXN0002406,ACCT000053,velocity_rule,medium,closed_false_positive,2025-07-29T19:28:00,Synthetic alert generated for high transaction velocity.
ALERT000449,TXN0002409,ACCT000339,shared_device,medium,in_review,2025-11-06T20:53:00,Synthetic alert generated for shared device behaviour.
ALERT000450,TXN0002411,ACCT000290,amount_spike,medium,closed_false_positive,2025-05-31T14:12:00,Synthetic alert generated for unusual amount spike.
ALERT000451,TXN0002419,ACCT000055,account_takeover,high,open,2025-07-10T05:48:00,Synthetic alert generated for account takeover style behaviour.
ALERT000452,TXN0002429,ACCT000351,account_takeover,high,closed_false_positive,2025-10-27T22:57:00,Synthetic alert generated for account takeover style behaviour.
ALERT000453,TXN0002433,ACCT000223,velocity_rule,medium,open,2025-01-17T16:24:00,Synthetic alert generated for high transaction velocity.
ALERT000454,TXN0002434,ACCT000700,velocity_rule,medium,open,2025-04-08T13:56:00,Synthetic alert generated for high transaction velocity.
ALERT000455,TXN0002442,ACCT000194,account_takeover,high,in_review,2025-03-12T16:07:00,Synthetic alert generated for account takeover style behaviour.
ALERT000456,TXN0002446,ACCT000226,account_takeover,high,escalated,2025-07-11T11:34:00,Synthetic alert generated for account takeover style behaviour.
ALERT000457,TXN0002452,ACCT000430,account_takeover,high,open,2025-10-20T20:15:00,Synthetic alert generated for account takeover style behaviour.
ALERT000458,TXN0002457,ACCT000394,new_beneficiary,medium,open,2025-07-23T11:48:00,Synthetic alert generated for new beneficiary risk.
ALERT000459,TXN0002462,ACCT000137,new_beneficiary,medium,open,2025-11-08T11:31:00,Synthetic alert generated for new beneficiary risk.
ALERT000460,TXN0002464,ACCT000438,jurisdiction_risk,high,in_review,2025-04-03T19:05:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000461,TXN0002466,ACCT000540,account_takeover,high,open,2025-09-23T19:05:00,Synthetic alert generated for account takeover style behaviour.
ALERT000462,TXN0002467,ACCT000096,velocity_rule,medium,open,2025-04-16T18:55:00,Synthetic alert generated for high transaction velocity.
ALERT000463,TXN0002474,ACCT000354,jurisdiction_risk,high,in_review,2025-06-24T09:11:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000464,TXN0002476,ACCT000373,new_beneficiary,medium,in_review,2025-01-08T13:36:00,Synthetic alert generated for new beneficiary risk.
ALERT000465,TXN0002483,ACCT000482,account_takeover,high,in_review,2025-01-25T00:41:00,Synthetic alert generated for account takeover style behaviour.
ALERT000466,TXN0002489,ACCT000444,mule_activity,high,closed_false_positive,2025-05-26T13:33:00,Synthetic alert generated for mule account style behaviour.
ALERT000467,TXN0002493,ACCT000305,new_beneficiary,medium,escalated,2025-12-16T12:57:00,Synthetic alert generated for new beneficiary risk.
ALERT000468,TXN0002502,ACCT000354,account_takeover,high,open,2025-12-23T01:44:00,Synthetic alert generated for account takeover style behaviour.
ALERT000469,TXN0002503,ACCT000414,rapid_movement,medium,open,2025-02-27T17:55:00,Synthetic alert generated for rapid movement of funds.
ALERT000470,TXN0002506,ACCT000063,account_takeover,high,escalated,2025-07-12T12:54:00,Synthetic alert generated for account takeover style behaviour.
ALERT000471,TXN0002508,ACCT000308,mule_activity,medium,in_review,2025-01-07T17:31:00,Synthetic alert generated for mule account style behaviour.
ALERT000472,TXN0002512,ACCT000391,jurisdiction_risk,high,in_review,2025-03-02T19:52:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000473,TXN0002516,ACCT000637,account_takeover,high,in_review,2025-09-02T15:02:00,Synthetic alert generated for account takeover style behaviour.
ALERT000474,TXN0002518,ACCT000273,rapid_movement,high,closed_false_positive,2025-01-30T23:56:00,Synthetic alert generated for rapid movement of funds.
ALERT000475,TXN0002520,ACCT000357,amount_spike,medium,closed_false_positive,2025-10-14T01:10:00,Synthetic alert generated for unusual amount spike.
ALERT000476,TXN0002528,ACCT000556,velocity_rule,medium,open,2025-02-04T11:16:00,Synthetic alert generated for high transaction velocity.
ALERT000477,TXN0002530,ACCT000228,rapid_movement,high,open,2025-06-13T19:48:00,Synthetic alert generated for rapid movement of funds.
ALERT000478,TXN0002539,ACCT000667,new_beneficiary,medium,closed_false_positive,2025-03-29T17:19:00,Synthetic alert generated for new beneficiary risk.
ALERT000479,TXN0002540,ACCT000455,shared_device,medium,open,2025-01-05T18:10:00,Synthetic alert generated for shared device behaviour.
ALERT000480,TXN0002552,ACCT000697,velocity_rule,high,closed_false_positive,2025-12-19T20:28:00,Synthetic alert generated for high transaction velocity.
ALERT000481,TXN0002570,ACCT000621,account_takeover,high,open,2025-11-09T13:51:00,Synthetic alert generated for account takeover style behaviour.
ALERT000482,TXN0002577,ACCT000078,new_beneficiary,medium,in_review,2025-03-16T17:11:00,Synthetic alert generated for new beneficiary risk.
ALERT000483,TXN0002578,ACCT000052,rapid_movement,medium,closed_false_positive,2025-04-26T19:43:00,Synthetic alert generated for rapid movement of funds.
ALERT000484,TXN0002594,ACCT000272,structuring_indicator,medium,escalated,2025-10-30T15:13:00,Synthetic alert generated for round number payments.
ALERT000485,TXN0002608,ACCT000421,amount_spike,medium,in_review,2025-05-25T18:41:00,Synthetic alert generated for unusual amount spike.
ALERT000486,TXN0002617,ACCT000200,structuring_indicator,medium,in_review,2025-03-30T00:44:00,Synthetic alert generated for round number payments.
ALERT000487,TXN0002626,ACCT000515,jurisdiction_risk,high,closed_false_positive,2025-11-08T21:42:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000488,TXN0002632,ACCT000215,new_beneficiary,medium,closed_false_positive,2025-07-21T09:13:00,Synthetic alert generated for new beneficiary risk.
ALERT000489,TXN0002634,ACCT000268,shared_device,medium,open,2025-03-16T19:44:00,Synthetic alert generated for shared device behaviour.
ALERT000490,TXN0002638,ACCT000051,mule_activity,medium,in_review,2025-09-17T18:02:00,Synthetic alert generated for mule account style behaviour.
ALERT000491,TXN0002643,ACCT000377,shared_device,medium,closed_false_positive,2025-03-26T02:41:00,Synthetic alert generated for shared device behaviour.
ALERT000492,TXN0002645,ACCT000206,amount_spike,high,escalated,2025-08-04T01:47:00,Synthetic alert generated for unusual amount spike.
ALERT000493,TXN0002651,ACCT000130,account_takeover,high,in_review,2025-01-12T09:35:00,Synthetic alert generated for account takeover style behaviour.
ALERT000494,TXN0002652,ACCT000574,jurisdiction_risk,high,escalated,2025-09-29T09:01:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000495,TXN0002653,ACCT000692,shared_device,medium,in_review,2025-03-10T13:14:00,Synthetic alert generated for shared device behaviour.
ALERT000496,TXN0002656,ACCT000465,jurisdiction_risk,high,open,2025-02-04T04:09:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000497,TXN0002660,ACCT000610,amount_spike,high,escalated,2025-05-26T08:04:00,Synthetic alert generated for unusual amount spike.
ALERT000498,TXN0002671,ACCT000124,shared_device,medium,open,2025-01-09T05:04:00,Synthetic alert generated for shared device behaviour.
ALERT000499,TXN0002675,ACCT000292,account_takeover,high,closed_false_positive,2025-01-15T14:47:00,Synthetic alert generated for account takeover style behaviour.
ALERT000500,TXN0002681,ACCT000295,account_takeover,high,in_review,2025-01-08T04:53:00,Synthetic alert generated for account takeover style behaviour.
ALERT000501,TXN0002683,ACCT000401,amount_spike,medium,in_review,2025-01-28T07:14:00,Synthetic alert generated for unusual amount spike.
ALERT000502,TXN0002692,ACCT000040,new_beneficiary,medium,closed_false_positive,2025-07-03T04:14:00,Synthetic alert generated for new beneficiary risk.
ALERT000503,TXN0002697,ACCT000627,jurisdiction_risk,high,escalated,2025-05-17T04:34:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000504,TXN0002699,ACCT000142,velocity_rule,medium,escalated,2025-07-09T06:50:00,Synthetic alert generated for high transaction velocity.
ALERT000505,TXN0002708,ACCT000368,shared_device,high,in_review,2025-10-28T10:40:00,Synthetic alert generated for shared device behaviour.
ALERT000506,TXN0002712,ACCT000073,rapid_movement,high,closed_false_positive,2025-05-25T11:49:00,Synthetic alert generated for rapid movement of funds.
ALERT000507,TXN0002713,ACCT000207,amount_spike,medium,closed_false_positive,2025-12-11T19:53:00,Synthetic alert generated for unusual amount spike.
ALERT000508,TXN0002715,ACCT000029,new_beneficiary,medium,open,2025-06-19T16:29:00,Synthetic alert generated for new beneficiary risk.
ALERT000509,TXN0002718,ACCT000084,structuring_indicator,medium,open,2025-06-05T16:03:00,Synthetic alert generated for round number payments.
ALERT000510,TXN0002722,ACCT000016,account_takeover,high,closed_false_positive,2025-04-30T18:45:00,Synthetic alert generated for account takeover style behaviour.
ALERT000511,TXN0002731,ACCT000342,account_takeover,high,in_review,2025-02-24T10:45:00,Synthetic alert generated for account takeover style behaviour.
ALERT000512,TXN0002743,ACCT000539,amount_spike,high,open,2025-05-20T11:21:00,Synthetic alert generated for unusual amount spike.
ALERT000513,TXN0002757,ACCT000546,structuring_indicator,medium,escalated,2025-12-23T00:31:00,Synthetic alert generated for round number payments.
ALERT000514,TXN0002761,ACCT000160,rapid_movement,medium,in_review,2025-02-09T18:43:00,Synthetic alert generated for rapid movement of funds.
ALERT000515,TXN0002771,ACCT000693,new_beneficiary,medium,escalated,2025-12-11T04:49:00,Synthetic alert generated for new beneficiary risk.
ALERT000516,TXN0002773,ACCT000099,structuring_indicator,high,open,2025-04-03T20:39:00,Synthetic alert generated for round number payments.
ALERT000517,TXN0002784,ACCT000096,amount_spike,medium,escalated,2025-01-09T19:53:00,Synthetic alert generated for unusual amount spike.
ALERT000518,TXN0002789,ACCT000287,account_takeover,high,in_review,2025-11-15T02:31:00,Synthetic alert generated for account takeover style behaviour.
ALERT000519,TXN0002791,ACCT000198,new_beneficiary,medium,open,2025-07-12T17:12:00,Synthetic alert generated for new beneficiary risk.
ALERT000520,TXN0002792,ACCT000103,mule_activity,medium,in_review,2025-07-25T04:58:00,Synthetic alert generated for mule account style behaviour.
ALERT000521,TXN0002797,ACCT000396,shared_device,medium,in_review,2025-08-25T03:34:00,Synthetic alert generated for shared device behaviour.
ALERT000522,TXN0002799,ACCT000444,new_beneficiary,medium,open,2025-10-29T23:34:00,Synthetic alert generated for new beneficiary risk.
ALERT000523,TXN0002807,ACCT000345,mule_activity,medium,in_review,2025-03-07T07:40:00,Synthetic alert generated for mule account style behaviour.
ALERT000524,TXN0002825,ACCT000044,shared_device,medium,in_review,2025-07-08T16:11:00,Synthetic alert generated for shared device behaviour.
ALERT000525,TXN0002826,ACCT000473,structuring_indicator,medium,in_review,2025-05-19T20:50:00,Synthetic alert generated for round number payments.
ALERT000526,TXN0002831,ACCT000115,velocity_rule,medium,open,2025-01-23T01:50:00,Synthetic alert generated for high transaction velocity.
ALERT000527,TXN0002838,ACCT000690,rapid_movement,medium,open,2025-03-26T21:44:00,Synthetic alert generated for rapid movement of funds.
ALERT000528,TXN0002840,ACCT000484,mule_activity,medium,in_review,2025-05-28T10:02:00,Synthetic alert generated for mule account style behaviour.
ALERT000529,TXN0002842,ACCT000505,shared_device,high,in_review,2025-04-09T09:46:00,Synthetic alert generated for shared device behaviour.
ALERT000530,TXN0002843,ACCT000238,jurisdiction_risk,high,open,2025-04-28T10:16:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000531,TXN0002852,ACCT000156,mule_activity,medium,in_review,2025-10-24T09:42:00,Synthetic alert generated for mule account style behaviour.
ALERT000532,TXN0002853,ACCT000334,structuring_indicator,medium,open,2025-11-10T23:10:00,Synthetic alert generated for round number payments.
ALERT000533,TXN0002858,ACCT000614,rapid_movement,medium,in_review,2025-11-01T11:54:00,Synthetic alert generated for rapid movement of funds.
ALERT000534,TXN0002859,ACCT000452,account_takeover,high,closed_false_positive,2025-05-19T21:39:00,Synthetic alert generated for account takeover style behaviour.
ALERT000535,TXN0002868,ACCT000053,structuring_indicator,medium,open,2025-01-22T04:33:00,Synthetic alert generated for round number payments.
ALERT000536,TXN0002872,ACCT000632,velocity_rule,high,in_review,2025-04-01T07:57:00,Synthetic alert generated for high transaction velocity.
ALERT000537,TXN0002874,ACCT000479,new_beneficiary,medium,open,2025-12-05T01:38:00,Synthetic alert generated for new beneficiary risk.
ALERT000538,TXN0002876,ACCT000173,rapid_movement,high,in_review,2025-10-27T23:45:00,Synthetic alert generated for rapid movement of funds.
ALERT000539,TXN0002888,ACCT000576,structuring_indicator,medium,escalated,2025-12-22T03:23:00,Synthetic alert generated for round number payments.
ALERT000540,TXN0002891,ACCT000250,jurisdiction_risk,high,in_review,2025-07-02T13:36:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000541,TXN0002905,ACCT000612,rapid_movement,medium,closed_false_positive,2025-06-01T16:00:00,Synthetic alert generated for rapid movement of funds.
ALERT000542,TXN0002924,ACCT000329,shared_device,medium,in_review,2025-12-07T06:36:00,Synthetic alert generated for shared device behaviour.
ALERT000543,TXN0002940,ACCT000101,mule_activity,medium,open,2025-05-20T01:32:00,Synthetic alert generated for mule account style behaviour.
ALERT000544,TXN0002947,ACCT000109,mule_activity,medium,in_review,2025-10-09T17:47:00,Synthetic alert generated for mule account style behaviour.
ALERT000545,TXN0002953,ACCT000239,structuring_indicator,high,open,2025-02-05T22:56:00,Synthetic alert generated for round number payments.
ALERT000546,TXN0002958,ACCT000372,account_takeover,high,in_review,2025-09-06T17:25:00,Synthetic alert generated for account takeover style behaviour.
ALERT000547,TXN0002969,ACCT000425,shared_device,medium,open,2025-02-05T05:49:00,Synthetic alert generated for shared device behaviour.
ALERT000548,TXN0002972,ACCT000142,shared_device,high,open,2025-04-12T08:24:00,Synthetic alert generated for shared device behaviour.
ALERT000549,TXN0002973,ACCT000204,structuring_indicator,medium,open,2025-12-19T21:20:00,Synthetic alert generated for round number payments.
ALERT000550,TXN0002976,ACCT000540,structuring_indicator,medium,in_review,2025-02-18T18:53:00,Synthetic alert generated for round number payments.
ALERT000551,TXN0002980,ACCT000238,velocity_rule,high,closed_false_positive,2025-02-17T17:05:00,Synthetic alert generated for high transaction velocity.
ALERT000552,TXN0002983,ACCT000063,mule_activity,medium,closed_false_positive,2025-06-23T22:21:00,Synthetic alert generated for mule account style behaviour.
ALERT000553,TXN0002991,ACCT000288,amount_spike,medium,open,2025-03-04T11:05:00,Synthetic alert generated for unusual amount spike.
ALERT000554,TXN0003004,ACCT000318,mule_activity,medium,closed_false_positive,2025-04-19T20:20:00,Synthetic alert generated for mule account style behaviour.
ALERT000555,TXN0003007,ACCT000421,velocity_rule,medium,open,2025-04-09T20:53:00,Synthetic alert generated for high transaction velocity.
ALERT000556,TXN0003009,ACCT000502,shared_device,medium,open,2025-05-08T00:31:00,Synthetic alert generated for shared device behaviour.
ALERT000557,TXN0003011,ACCT000098,jurisdiction_risk,high,closed_false_positive,2025-02-09T08:04:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000558,TXN0003012,ACCT000264,amount_spike,high,in_review,2025-07-07T05:42:00,Synthetic alert generated for unusual amount spike.
ALERT000559,TXN0003013,ACCT000695,amount_spike,medium,open,2025-03-30T06:31:00,Synthetic alert generated for unusual amount spike.
ALERT000560,TXN0003015,ACCT000010,structuring_indicator,high,in_review,2025-09-29T07:40:00,Synthetic alert generated for round number payments.
ALERT000561,TXN0003020,ACCT000246,shared_device,high,in_review,2025-03-23T10:19:00,Synthetic alert generated for shared device behaviour.
ALERT000562,TXN0003033,ACCT000117,mule_activity,medium,in_review,2025-07-15T15:04:00,Synthetic alert generated for mule account style behaviour.
ALERT000563,TXN0003034,ACCT000591,shared_device,medium,in_review,2025-02-28T22:22:00,Synthetic alert generated for shared device behaviour.
ALERT000564,TXN0003035,ACCT000534,new_beneficiary,medium,open,2025-01-16T14:29:00,Synthetic alert generated for new beneficiary risk.
ALERT000565,TXN0003036,ACCT000374,new_beneficiary,high,open,2025-01-12T02:13:00,Synthetic alert generated for new beneficiary risk.
ALERT000566,TXN0003039,ACCT000434,velocity_rule,medium,in_review,2025-02-09T07:13:00,Synthetic alert generated for high transaction velocity.
ALERT000567,TXN0003041,ACCT000356,structuring_indicator,medium,closed_false_positive,2025-06-27T20:49:00,Synthetic alert generated for round number payments.
ALERT000568,TXN0003043,ACCT000266,amount_spike,medium,closed_false_positive,2025-02-14T14:09:00,Synthetic alert generated for unusual amount spike.
ALERT000569,TXN0003045,ACCT000012,structuring_indicator,medium,open,2025-11-05T13:14:00,Synthetic alert generated for round number payments.
ALERT000570,TXN0003048,ACCT000254,rapid_movement,medium,open,2025-02-07T05:03:00,Synthetic alert generated for rapid movement of funds.
ALERT000571,TXN0003057,ACCT000353,new_beneficiary,medium,in_review,2025-02-19T23:41:00,Synthetic alert generated for new beneficiary risk.
ALERT000572,TXN0003066,ACCT000484,structuring_indicator,medium,closed_false_positive,2025-01-18T00:10:00,Synthetic alert generated for round number payments.
ALERT000573,TXN0003070,ACCT000062,account_takeover,high,escalated,2025-01-24T09:25:00,Synthetic alert generated for account takeover style behaviour.
ALERT000574,TXN0003077,ACCT000501,account_takeover,high,open,2025-03-05T18:56:00,Synthetic alert generated for account takeover style behaviour.
ALERT000575,TXN0003080,ACCT000435,jurisdiction_risk,high,in_review,2025-12-19T11:53:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000576,TXN0003089,ACCT000406,velocity_rule,medium,in_review,2025-08-30T00:22:00,Synthetic alert generated for high transaction velocity.
ALERT000577,TXN0003099,ACCT000699,amount_spike,medium,open,2025-09-01T00:19:00,Synthetic alert generated for unusual amount spike.
ALERT000578,TXN0003108,ACCT000434,mule_activity,medium,in_review,2025-08-17T04:17:00,Synthetic alert generated for mule account style behaviour.
ALERT000579,TXN0003111,ACCT000457,account_takeover,high,closed_false_positive,2025-05-19T12:14:00,Synthetic alert generated for account takeover style behaviour.
ALERT000580,TXN0003115,ACCT000007,new_beneficiary,medium,in_review,2025-02-12T18:58:00,Synthetic alert generated for new beneficiary risk.
ALERT000581,TXN0003120,ACCT000696,shared_device,medium,in_review,2025-11-09T21:28:00,Synthetic alert generated for shared device behaviour.
ALERT000582,TXN0003121,ACCT000149,account_takeover,high,closed_false_positive,2025-03-02T01:37:00,Synthetic alert generated for account takeover style behaviour.
ALERT000583,TXN0003129,ACCT000424,shared_device,high,in_review,2025-12-06T22:45:00,Synthetic alert generated for shared device behaviour.
ALERT000584,TXN0003132,ACCT000628,amount_spike,high,in_review,2025-08-15T18:42:00,Synthetic alert generated for unusual amount spike.
ALERT000585,TXN0003136,ACCT000150,velocity_rule,high,open,2025-12-25T06:55:00,Synthetic alert generated for high transaction velocity.
ALERT000586,TXN0003146,ACCT000108,amount_spike,high,open,2025-09-08T16:57:00,Synthetic alert generated for unusual amount spike.
ALERT000587,TXN0003155,ACCT000389,rapid_movement,medium,in_review,2025-08-20T11:30:00,Synthetic alert generated for rapid movement of funds.
ALERT000588,TXN0003156,ACCT000608,velocity_rule,high,escalated,2025-07-26T10:06:00,Synthetic alert generated for high transaction velocity.
ALERT000589,TXN0003158,ACCT000546,account_takeover,high,open,2025-05-24T07:10:00,Synthetic alert generated for account takeover style behaviour.
ALERT000590,TXN0003164,ACCT000296,rapid_movement,medium,closed_false_positive,2025-05-26T21:43:00,Synthetic alert generated for rapid movement of funds.
ALERT000591,TXN0003168,ACCT000227,structuring_indicator,medium,in_review,2025-07-15T16:19:00,Synthetic alert generated for round number payments.
ALERT000592,TXN0003169,ACCT000220,amount_spike,medium,closed_false_positive,2025-06-15T20:49:00,Synthetic alert generated for unusual amount spike.
ALERT000593,TXN0003173,ACCT000257,jurisdiction_risk,high,open,2025-06-01T20:57:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000594,TXN0003179,ACCT000362,account_takeover,high,in_review,2025-01-21T10:20:00,Synthetic alert generated for account takeover style behaviour.
ALERT000595,TXN0003190,ACCT000051,rapid_movement,high,in_review,2025-07-17T13:56:00,Synthetic alert generated for rapid movement of funds.
ALERT000596,TXN0003193,ACCT000003,rapid_movement,medium,open,2025-03-24T12:22:00,Synthetic alert generated for rapid movement of funds.
ALERT000597,TXN0003194,ACCT000157,jurisdiction_risk,high,open,2025-10-02T04:04:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000598,TXN0003210,ACCT000655,amount_spike,medium,in_review,2025-04-09T03:10:00,Synthetic alert generated for unusual amount spike.
ALERT000599,TXN0003211,ACCT000615,mule_activity,medium,open,2025-11-23T23:51:00,Synthetic alert generated for mule account style behaviour.
ALERT000600,TXN0003213,ACCT000377,new_beneficiary,high,escalated,2025-08-25T02:57:00,Synthetic alert generated for new beneficiary risk.
ALERT000601,TXN0003220,ACCT000415,new_beneficiary,high,closed_false_positive,2025-04-12T01:26:00,Synthetic alert generated for new beneficiary risk.
ALERT000602,TXN0003221,ACCT000569,new_beneficiary,medium,open,2025-01-08T21:01:00,Synthetic alert generated for new beneficiary risk.
ALERT000603,TXN0003222,ACCT000479,shared_device,medium,open,2025-07-18T18:23:00,Synthetic alert generated for shared device behaviour.
ALERT000604,TXN0003224,ACCT000547,account_takeover,high,open,2025-10-04T00:46:00,Synthetic alert generated for account takeover style behaviour.
ALERT000605,TXN0003228,ACCT000665,structuring_indicator,medium,in_review,2025-07-20T07:02:00,Synthetic alert generated for round number payments.
ALERT000606,TXN0003231,ACCT000655,account_takeover,high,in_review,2025-12-05T22:06:00,Synthetic alert generated for account takeover style behaviour.
ALERT000607,TXN0003247,ACCT000080,shared_device,medium,in_review,2025-02-20T06:11:00,Synthetic alert generated for shared device behaviour.
ALERT000608,TXN0003253,ACCT000628,mule_activity,medium,open,2025-07-19T04:58:00,Synthetic alert generated for mule account style behaviour.
ALERT000609,TXN0003262,ACCT000183,velocity_rule,medium,in_review,2025-07-24T06:23:00,Synthetic alert generated for high transaction velocity.
ALERT000610,TXN0003270,ACCT000501,amount_spike,high,open,2025-05-25T01:07:00,Synthetic alert generated for unusual amount spike.
ALERT000611,TXN0003283,ACCT000228,account_takeover,high,open,2025-09-01T10:06:00,Synthetic alert generated for account takeover style behaviour.
ALERT000612,TXN0003289,ACCT000084,amount_spike,high,closed_false_positive,2025-08-27T19:44:00,Synthetic alert generated for unusual amount spike.
ALERT000613,TXN0003300,ACCT000315,new_beneficiary,high,escalated,2025-03-16T09:39:00,Synthetic alert generated for new beneficiary risk.
ALERT000614,TXN0003303,ACCT000311,amount_spike,medium,closed_false_positive,2025-10-08T17:31:00,Synthetic alert generated for unusual amount spike.
ALERT000615,TXN0003308,ACCT000495,rapid_movement,high,open,2025-11-22T03:46:00,Synthetic alert generated for rapid movement of funds.
ALERT000616,TXN0003324,ACCT000247,rapid_movement,high,escalated,2025-03-30T16:51:00,Synthetic alert generated for rapid movement of funds.
ALERT000617,TXN0003325,ACCT000604,rapid_movement,medium,in_review,2025-03-05T14:37:00,Synthetic alert generated for rapid movement of funds.
ALERT000618,TXN0003328,ACCT000056,structuring_indicator,medium,open,2025-05-30T14:28:00,Synthetic alert generated for round number payments.
ALERT000619,TXN0003339,ACCT000530,new_beneficiary,medium,closed_false_positive,2025-08-27T22:49:00,Synthetic alert generated for new beneficiary risk.
ALERT000620,TXN0003347,ACCT000550,structuring_indicator,medium,open,2025-08-13T07:42:00,Synthetic alert generated for round number payments.
