transaction_id,account_id,customer_id,aml_risk_score,aml_risk_band,aml_risk_reasons
TXN0002373,ACCT000205,CUST000156,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002374,ACCT000076,CUST000270,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002375,ACCT000353,CUST000128,8,Info,Cross-border transaction
TXN0002376,ACCT000133,CUST000261,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002377,ACCT000442,CUST000235,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002378,ACCT000657,CUST000044,8,Info,Cross-border transaction
TXN0002379,ACCT000639,CUST000033,8,Info,Cross-border transaction
TXN0002380,ACCT000467,CUST000360,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002381,ACCT000566,CUST000127,8,Info,Cross-border transaction
TXN0002382,ACCT000645,CUST000035,8,Info,Cross-border transaction
TXN0002383,ACCT000478,CUST000081,8,Info,Cross-border transaction
TXN0002384,ACCT000180,CUST000023,8,Info,Cross-border transaction
TXN0002385,ACCT000351,CUST000085,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002386,ACCT000600,CUST000125,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002387,ACCT000468,CUST000304,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002388,ACCT000254,CUST000138,8,Info,Cross-border transaction
TXN0002389,ACCT000118,CUST000092,8,Info,Cross-border transaction
TXN0002390,ACCT000101,CUST000169,8,Info,Cross-border transaction
TXN0002391,ACCT000264,CUST000047,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002392,ACCT000564,CUST000033,8,Info,Cross-border transaction
TXN0002393,ACCT000387,CUST000496,8,Info,Cross-border transaction
TXN0002394,ACCT000042,CUST000081,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002395,ACCT000643,CUST000266,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002396,ACCT000284,CUST000491,8,Info,Cross-border transaction
TXN0002397,ACCT000274,CUST000013,0,Info,No material AML indicators
TXN0002398,ACCT000574,CUST000309,8,Info,Cross-border transaction
TXN0002399,ACCT000264,CUST000047,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002400,ACCT000433,CUST000170,0,Info,No material AML indicators
TXN0002401,ACCT000645,CUST000035,33,Low,Rapid movement of funds; High-value transaction; Synthetic suspicious helper label present
TXN0002402,ACCT000363,CUST000289,55,Medium,High-risk jurisdiction exposure; Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002403,ACCT000430,CUST000129,8,Info,Cross-border transaction
TXN0002404,ACCT000248,CUST000125,0,Info,No material AML indicators
TXN0002405,ACCT000624,CUST000221,8,Info,Cross-border transaction
TXN0002406,ACCT000053,CUST000329,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002407,ACCT000194,CUST000117,0,Info,No material AML indicators
TXN0002408,ACCT000694,CUST000042,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002409,ACCT000339,CUST000139,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002410,ACCT000123,CUST000101,0,Info,No material AML indicators
TXN0002411,ACCT000290,CUST000494,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002412,ACCT000179,CUST000306,8,Info,Cross-border transaction
TXN0002413,ACCT000368,CUST000441,8,Info,Cross-border transaction
TXN0002414,ACCT000166,CUST000232,8,Info,Cross-border transaction
TXN0002415,ACCT000280,CUST000064,8,Info,Cross-border transaction
TXN0002416,ACCT000636,CUST000091,0,Info,No material AML indicators
TXN0002417,ACCT000058,CUST000130,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002418,ACCT000535,CUST000125,0,Info,No material AML indicators
TXN0002419,ACCT000055,CUST000278,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002420,ACCT000321,CUST000307,8,Info,Cross-border transaction
TXN0002421,ACCT000468,CUST000304,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002422,ACCT000669,CUST000410,8,Info,Cross-border transaction
TXN0002423,ACCT000176,CUST000136,8,Info,Cross-border transaction
TXN0002424,ACCT000037,CUST000028,0,Info,No material AML indicators
TXN0002425,ACCT000526,CUST000382,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002426,ACCT000626,CUST000123,8,Info,Cross-border transaction
TXN0002427,ACCT000396,CUST000400,8,Info,Cross-border transaction
TXN0002428,ACCT000043,CUST000150,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002429,ACCT000351,CUST000085,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002430,ACCT000274,CUST000013,8,Info,Cross-border transaction
TXN0002431,ACCT000317,CUST000204,8,Info,Cross-border transaction
TXN0002432,ACCT000038,CUST000421,8,Info,Cross-border transaction
TXN0002433,ACCT000223,CUST000343,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002434,ACCT000700,CUST000085,5,Info,Synthetic suspicious helper label present
TXN0002435,ACCT000033,CUST000253,0,Info,No material AML indicators
TXN0002436,ACCT000641,CUST000159,8,Info,Cross-border transaction
TXN0002437,ACCT000363,CUST000289,8,Info,Cross-border transaction
TXN0002438,ACCT000410,CUST000259,0,Info,No material AML indicators
TXN0002439,ACCT000654,CUST000169,0,Info,No material AML indicators
TXN0002440,ACCT000153,CUST000029,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002441,ACCT000690,CUST000233,8,Info,Cross-border transaction
TXN0002442,ACCT000194,CUST000117,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002443,ACCT000245,CUST000009,8,Info,Cross-border transaction
TXN0002444,ACCT000315,CUST000297,0,Info,No material AML indicators
TXN0002445,ACCT000422,CUST000399,8,Info,Cross-border transaction
TXN0002446,ACCT000226,CUST000159,29,Low,Account takeover style activity; Synthetic suspicious helper label present
TXN0002447,ACCT000556,CUST000430,8,Info,Cross-border transaction
TXN0002448,ACCT000015,CUST000255,8,Info,Cross-border transaction
TXN0002449,ACCT000467,CUST000360,8,Info,Cross-border transaction
TXN0002450,ACCT000460,CUST000438,8,Info,Cross-border transaction
TXN0002451,ACCT000375,CUST000356,0,Info,No material AML indicators
TXN0002452,ACCT000430,CUST000129,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002453,ACCT000524,CUST000445,8,Info,Cross-border transaction
TXN0002454,ACCT000634,CUST000205,8,Info,Cross-border transaction
TXN0002455,ACCT000153,CUST000029,8,Info,Cross-border transaction
TXN0002456,ACCT000334,CUST000123,8,Info,Cross-border transaction
TXN0002457,ACCT000394,CUST000163,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0002458,ACCT000242,CUST000311,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002459,ACCT000682,CUST000438,8,Info,Cross-border transaction
TXN0002460,ACCT000359,CUST000172,8,Info,Cross-border transaction
TXN0002461,ACCT000415,CUST000263,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002462,ACCT000137,CUST000128,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0002463,ACCT000292,CUST000045,8,Info,Cross-border transaction
TXN0002464,ACCT000438,CUST000287,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002465,ACCT000300,CUST000211,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002466,ACCT000540,CUST000118,29,Low,Account takeover style activity; Synthetic suspicious helper label present
TXN0002467,ACCT000096,CUST000177,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002468,ACCT000108,CUST000298,8,Info,Cross-border transaction
TXN0002469,ACCT000238,CUST000466,0,Info,No material AML indicators
TXN0002470,ACCT000223,CUST000343,8,Info,Cross-border transaction
TXN0002471,ACCT000571,CUST000065,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002472,ACCT000608,CUST000392,0,Info,No material AML indicators
TXN0002473,ACCT000331,CUST000166,8,Info,Cross-border transaction
TXN0002474,ACCT000354,CUST000343,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002475,ACCT000207,CUST000206,0,Info,No material AML indicators
TXN0002476,ACCT000373,CUST000369,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0002477,ACCT000495,CUST000067,8,Info,Cross-border transaction
TXN0002478,ACCT000506,CUST000123,8,Info,Cross-border transaction
TXN0002479,ACCT000679,CUST000400,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002480,ACCT000405,CUST000094,8,Info,Cross-border transaction
TXN0002481,ACCT000239,CUST000113,8,Info,Cross-border transaction
TXN0002482,ACCT000049,CUST000110,8,Info,Cross-border transaction
TXN0002483,ACCT000482,CUST000396,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002484,ACCT000563,CUST000189,8,Info,Cross-border transaction
TXN0002485,ACCT000387,CUST000496,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002486,ACCT000646,CUST000408,8,Info,Cross-border transaction
TXN0002487,ACCT000222,CUST000208,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002488,ACCT000038,CUST000421,8,Info,Cross-border transaction
TXN0002489,ACCT000444,CUST000326,25,Low,Mule-account style activity; Synthetic suspicious helper label present
TXN0002490,ACCT000085,CUST000230,8,Info,Cross-border transaction
TXN0002491,ACCT000059,CUST000264,8,Info,Cross-border transaction
TXN0002492,ACCT000492,CUST000237,8,Info,Cross-border transaction
TXN0002493,ACCT000305,CUST000154,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0002494,ACCT000424,CUST000485,8,Info,Cross-border transaction
TXN0002495,ACCT000524,CUST000445,8,Info,Cross-border transaction
TXN0002496,ACCT000268,CUST000165,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002497,ACCT000428,CUST000297,8,Info,Cross-border transaction
TXN0002498,ACCT000378,CUST000123,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002499,ACCT000407,CUST000235,8,Info,Cross-border transaction
TXN0002500,ACCT000493,CUST000413,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002501,ACCT000267,CUST000155,8,Info,Cross-border transaction
TXN0002502,ACCT000354,CUST000343,29,Low,Account takeover style activity; Synthetic suspicious helper label present
TXN0002503,ACCT000414,CUST000079,63,Medium,High-risk jurisdiction exposure; Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002504,ACCT000099,CUST000377,8,Info,Cross-border transaction
TXN0002505,ACCT000149,CUST000488,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002506,ACCT000063,CUST000394,59,Medium,High-risk jurisdiction exposure; Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002507,ACCT000139,CUST000055,8,Info,Cross-border transaction
TXN0002508,ACCT000308,CUST000499,55,Medium,High-risk jurisdiction exposure; Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002509,ACCT000657,CUST000044,0,Info,No material AML indicators
TXN0002510,ACCT000647,CUST000270,8,Info,Cross-border transaction
TXN0002511,ACCT000534,CUST000475,8,Info,Cross-border transaction
TXN0002512,ACCT000391,CUST000373,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002513,ACCT000142,CUST000144,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002514,ACCT000251,CUST000441,0,Info,No material AML indicators
TXN0002515,ACCT000537,CUST000292,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002516,ACCT000637,CUST000072,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002517,ACCT000674,CUST000103,0,Info,No material AML indicators
TXN0002518,ACCT000273,CUST000205,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002519,ACCT000341,CUST000390,8,Info,Cross-border transaction
TXN0002520,ACCT000357,CUST000238,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002521,ACCT000040,CUST000496,8,Info,Cross-border transaction
TXN0002522,ACCT000082,CUST000418,8,Info,Cross-border transaction
TXN0002523,ACCT000032,CUST000473,8,Info,Cross-border transaction
TXN0002524,ACCT000517,CUST000166,0,Info,No material AML indicators
TXN0002525,ACCT000158,CUST000407,8,Info,Cross-border transaction
TXN0002526,ACCT000491,CUST000025,8,Info,Cross-border transaction
TXN0002527,ACCT000263,CUST000098,8,Info,Cross-border transaction
TXN0002528,ACCT000556,CUST000430,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002529,ACCT000081,CUST000270,8,Info,Cross-border transaction
TXN0002530,ACCT000228,CUST000053,65,Medium,Rapid movement of funds; Account takeover style activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002531,ACCT000144,CUST000340,8,Info,Cross-border transaction
TXN0002532,ACCT000306,CUST000075,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002533,ACCT000394,CUST000163,8,Info,Cross-border transaction
TXN0002534,ACCT000118,CUST000092,8,Info,Cross-border transaction
TXN0002535,ACCT000467,CUST000360,0,Info,No material AML indicators
TXN0002536,ACCT000676,CUST000227,0,Info,No material AML indicators
TXN0002537,ACCT000031,CUST000296,8,Info,Cross-border transaction
TXN0002538,ACCT000061,CUST000238,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002539,ACCT000667,CUST000152,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0002540,ACCT000455,CUST000341,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002541,ACCT000644,CUST000483,8,Info,Cross-border transaction
TXN0002542,ACCT000494,CUST000328,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002543,ACCT000503,CUST000321,8,Info,Cross-border transaction
TXN0002544,ACCT000111,CUST000139,8,Info,Cross-border transaction
TXN0002545,ACCT000359,CUST000172,8,Info,Cross-border transaction
TXN0002546,ACCT000256,CUST000201,8,Info,Cross-border transaction
TXN0002547,ACCT000584,CUST000463,8,Info,Cross-border transaction
TXN0002548,ACCT000031,CUST000296,8,Info,Cross-border transaction
TXN0002549,ACCT000013,CUST000454,0,Info,No material AML indicators
TXN0002550,ACCT000390,CUST000142,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002551,ACCT000680,CUST000460,8,Info,Cross-border transaction
TXN0002552,ACCT000697,CUST000310,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002553,ACCT000416,CUST000006,8,Info,Cross-border transaction
TXN0002554,ACCT000301,CUST000063,8,Info,Cross-border transaction
TXN0002555,ACCT000192,CUST000294,0,Info,No material AML indicators
TXN0002556,ACCT000694,CUST000042,8,Info,Cross-border transaction
TXN0002557,ACCT000129,CUST000223,0,Info,No material AML indicators
TXN0002558,ACCT000089,CUST000405,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002559,ACCT000356,CUST000295,8,Info,Cross-border transaction
TXN0002560,ACCT000275,CUST000247,0,Info,No material AML indicators
TXN0002561,ACCT000348,CUST000338,8,Info,Cross-border transaction
TXN0002562,ACCT000632,CUST000224,8,Info,Cross-border transaction
TXN0002563,ACCT000189,CUST000380,8,Info,Cross-border transaction
TXN0002564,ACCT000614,CUST000309,8,Info,Cross-border transaction
TXN0002565,ACCT000149,CUST000488,8,Info,Cross-border transaction
TXN0002566,ACCT000227,CUST000262,0,Info,No material AML indicators
TXN0002567,ACCT000004,CUST000363,8,Info,Cross-border transaction
TXN0002568,ACCT000476,CUST000275,8,Info,Cross-border transaction
TXN0002569,ACCT000601,CUST000104,0,Info,No material AML indicators
TXN0002570,ACCT000621,CUST000116,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002571,ACCT000118,CUST000092,8,Info,Cross-border transaction
TXN0002572,ACCT000537,CUST000292,8,Info,Cross-border transaction
TXN0002573,ACCT000099,CUST000377,8,Info,Cross-border transaction
TXN0002574,ACCT000440,CUST000092,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002575,ACCT000492,CUST000237,8,Info,Cross-border transaction
TXN0002576,ACCT000107,CUST000226,8,Info,Cross-border transaction
TXN0002577,ACCT000078,CUST000468,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0002578,ACCT000052,CUST000178,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002579,ACCT000496,CUST000106,8,Info,Cross-border transaction
TXN0002580,ACCT000431,CUST000464,8,Info,Cross-border transaction
TXN0002581,ACCT000084,CUST000038,8,Info,Cross-border transaction
TXN0002582,ACCT000351,CUST000085,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002583,ACCT000558,CUST000302,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002584,ACCT000167,CUST000102,8,Info,Cross-border transaction
TXN0002585,ACCT000424,CUST000485,8,Info,Cross-border transaction
TXN0002586,ACCT000205,CUST000156,0,Info,No material AML indicators
TXN0002587,ACCT000183,CUST000191,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002588,ACCT000275,CUST000247,8,Info,Cross-border transaction
TXN0002589,ACCT000247,CUST000217,0,Info,No material AML indicators
TXN0002590,ACCT000347,CUST000061,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002591,ACCT000144,CUST000340,8,Info,Cross-border transaction
TXN0002592,ACCT000274,CUST000013,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002593,ACCT000436,CUST000142,8,Info,Cross-border transaction
TXN0002594,ACCT000272,CUST000111,65,Medium,High-risk jurisdiction exposure; Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002595,ACCT000460,CUST000438,0,Info,No material AML indicators
TXN0002596,ACCT000082,CUST000418,8,Info,Cross-border transaction
TXN0002597,ACCT000097,CUST000267,8,Info,Cross-border transaction
TXN0002598,ACCT000606,CUST000325,8,Info,Cross-border transaction
TXN0002599,ACCT000324,CUST000075,8,Info,Cross-border transaction
TXN0002600,ACCT000427,CUST000372,0,Info,No material AML indicators
TXN0002601,ACCT000518,CUST000040,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002602,ACCT000103,CUST000005,0,Info,No material AML indicators
TXN0002603,ACCT000681,CUST000196,8,Info,Cross-border transaction
TXN0002604,ACCT000297,CUST000435,0,Info,No material AML indicators
TXN0002605,ACCT000623,CUST000402,8,Info,Cross-border transaction
TXN0002606,ACCT000292,CUST000045,8,Info,Cross-border transaction
TXN0002607,ACCT000284,CUST000491,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002608,ACCT000421,CUST000074,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002609,ACCT000134,CUST000142,8,Info,Cross-border transaction
TXN0002610,ACCT000427,CUST000372,8,Info,Cross-border transaction
TXN0002611,ACCT000689,CUST000065,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002612,ACCT000452,CUST000410,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002613,ACCT000050,CUST000378,8,Info,Cross-border transaction
TXN0002614,ACCT000489,CUST000434,8,Info,Cross-border transaction
TXN0002615,ACCT000024,CUST000460,0,Info,No material AML indicators
TXN0002616,ACCT000073,CUST000120,8,Info,Cross-border transaction
TXN0002617,ACCT000200,CUST000189,53,Medium,Structuring pattern indicator; Repeated round-amount activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002618,ACCT000214,CUST000331,0,Info,No material AML indicators
TXN0002619,ACCT000003,CUST000018,8,Info,Cross-border transaction
TXN0002620,ACCT000013,CUST000454,8,Info,Cross-border transaction
TXN0002621,ACCT000553,CUST000195,8,Info,Cross-border transaction
TXN0002622,ACCT000319,CUST000197,8,Info,Cross-border transaction
TXN0002623,ACCT000140,CUST000462,8,Info,Cross-border transaction
TXN0002624,ACCT000301,CUST000063,0,Info,No material AML indicators
TXN0002625,ACCT000486,CUST000155,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002626,ACCT000515,CUST000268,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002627,ACCT000202,CUST000191,8,Info,Cross-border transaction
TXN0002628,ACCT000117,CUST000399,8,Info,Cross-border transaction
TXN0002629,ACCT000672,CUST000159,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002630,ACCT000443,CUST000100,0,Info,No material AML indicators
TXN0002631,ACCT000689,CUST000065,8,Info,Cross-border transaction
TXN0002632,ACCT000215,CUST000479,21,Low,New beneficiary high-value payment; Synthetic suspicious helper label present
TXN0002633,ACCT000078,CUST000468,8,Info,Cross-border transaction
TXN0002634,ACCT000268,CUST000165,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002635,ACCT000230,CUST000208,8,Info,Cross-border transaction
TXN0002636,ACCT000504,CUST000298,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002637,ACCT000502,CUST000415,0,Info,No material AML indicators
TXN0002638,ACCT000051,CUST000302,25,Low,Mule-account style activity; Synthetic suspicious helper label present
TXN0002639,ACCT000412,CUST000169,8,Info,Cross-border transaction
TXN0002640,ACCT000240,CUST000019,8,Info,Cross-border transaction
TXN0002641,ACCT000431,CUST000464,8,Info,Cross-border transaction
TXN0002642,ACCT000274,CUST000013,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002643,ACCT000377,CUST000458,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002644,ACCT000502,CUST000415,8,Info,Cross-border transaction
TXN0002645,ACCT000206,CUST000408,5,Info,Synthetic suspicious helper label present
TXN0002646,ACCT000140,CUST000462,8,Info,Cross-border transaction
TXN0002647,ACCT000495,CUST000067,8,Info,Cross-border transaction
TXN0002648,ACCT000664,CUST000057,8,Info,Cross-border transaction
TXN0002649,ACCT000311,CUST000334,8,Info,Cross-border transaction
TXN0002650,ACCT000699,CUST000080,8,Info,Cross-border transaction
TXN0002651,ACCT000130,CUST000015,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002652,ACCT000574,CUST000309,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002653,ACCT000692,CUST000024,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002654,ACCT000210,CUST000380,8,Info,Cross-border transaction
TXN0002655,ACCT000104,CUST000247,8,Info,Cross-border transaction
TXN0002656,ACCT000465,CUST000372,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002657,ACCT000609,CUST000304,8,Info,Cross-border transaction
TXN0002658,ACCT000059,CUST000264,8,Info,Cross-border transaction
TXN0002659,ACCT000449,CUST000468,8,Info,Cross-border transaction
TXN0002660,ACCT000610,CUST000308,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002661,ACCT000023,CUST000376,8,Info,Cross-border transaction
TXN0002662,ACCT000362,CUST000298,8,Info,Cross-border transaction
TXN0002663,ACCT000054,CUST000325,8,Info,Cross-border transaction
TXN0002664,ACCT000124,CUST000437,8,Info,Cross-border transaction
TXN0002665,ACCT000341,CUST000390,8,Info,Cross-border transaction
TXN0002666,ACCT000230,CUST000208,8,Info,Cross-border transaction
TXN0002667,ACCT000060,CUST000068,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002668,ACCT000561,CUST000235,0,Info,No material AML indicators
TXN0002669,ACCT000143,CUST000338,0,Info,No material AML indicators
TXN0002670,ACCT000610,CUST000308,8,Info,Cross-border transaction
TXN0002671,ACCT000124,CUST000437,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002672,ACCT000364,CUST000104,8,Info,Cross-border transaction
TXN0002673,ACCT000509,CUST000035,8,Info,Cross-border transaction
TXN0002674,ACCT000337,CUST000439,0,Info,No material AML indicators
TXN0002675,ACCT000292,CUST000045,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002676,ACCT000526,CUST000382,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002677,ACCT000009,CUST000284,8,Info,Cross-border transaction
TXN0002678,ACCT000579,CUST000289,8,Info,Cross-border transaction
TXN0002679,ACCT000483,CUST000465,8,Info,Cross-border transaction
TXN0002680,ACCT000536,CUST000046,8,Info,Cross-border transaction
TXN0002681,ACCT000295,CUST000202,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002682,ACCT000270,CUST000275,8,Info,Cross-border transaction
TXN0002683,ACCT000401,CUST000466,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002684,ACCT000450,CUST000253,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002685,ACCT000648,CUST000362,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002686,ACCT000601,CUST000104,8,Info,Cross-border transaction
TXN0002687,ACCT000038,CUST000421,8,Info,Cross-border transaction
TXN0002688,ACCT000107,CUST000226,0,Info,No material AML indicators
TXN0002689,ACCT000663,CUST000113,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002690,ACCT000272,CUST000111,0,Info,No material AML indicators
TXN0002691,ACCT000407,CUST000235,8,Info,Cross-border transaction
TXN0002692,ACCT000040,CUST000496,51,Medium,High-risk jurisdiction exposure; New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0002693,ACCT000074,CUST000344,8,Info,Cross-border transaction
TXN0002694,ACCT000287,CUST000323,8,Info,Cross-border transaction
TXN0002695,ACCT000503,CUST000321,0,Info,No material AML indicators
TXN0002696,ACCT000541,CUST000200,8,Info,Cross-border transaction
TXN0002697,ACCT000627,CUST000083,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0002698,ACCT000138,CUST000218,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002699,ACCT000142,CUST000144,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0002700,ACCT000380,CUST000006,8,Info,Cross-border transaction
TXN0002701,ACCT000383,CUST000417,8,Info,Cross-border transaction
TXN0002702,ACCT000026,CUST000051,0,Info,No material AML indicators
TXN0002703,ACCT000314,CUST000484,8,Info,Cross-border transaction
TXN0002704,ACCT000629,CUST000160,8,Info,Cross-border transaction
TXN0002705,ACCT000115,CUST000286,8,Info,Cross-border transaction
TXN0002706,ACCT000575,CUST000456,0,Info,No material AML indicators
TXN0002707,ACCT000314,CUST000484,8,Info,Cross-border transaction
TXN0002708,ACCT000368,CUST000441,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0002709,ACCT000450,CUST000253,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0002710,ACCT000495,CUST000067,8,Info,Cross-border transaction
TXN0002711,ACCT000447,CUST000131,8,Info,Cross-border transaction
TXN0002712,ACCT000073,CUST000120,65,Medium,Rapid movement of funds; Account takeover style activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0002713,ACCT000207,CUST000206,5,Info,Synthetic suspicious helper label present
TXN0002714,ACCT000592,CUST000488,8,Info,Cross-border transaction
